3.98
3.97
4.00
3.98
3.99
3.99
4.01
3.98
3.98
3.98
4.01
3.96
3.97
4.01
3.99
3.98
3.98
4.00
3.97
3.98
3.95
3.98
3.97
3.96
3.97
3.97
3.97
3.97
3.96
3.96
3.97
3.95
3.98
3.99
3.98
3.98
3.99
3.96
3.99
3.96
3.97
3.98
3.99
3.98
3.97
3.96
3.96
3.97
3.99
3.97
