1.000000000000000000e+00,1.525540000000000020e+02,1.527340000000000089e+02,1.523569999999999993e+02,1.533779999999999859e+02,1.526699999999999875e+02,1.526980000000000075e+02
2.000000000000000000e+00,1.513979999999999961e+02,1.518559999999999945e+02,1.523079999999999927e+02,1.540370000000000061e+02,1.535850000000000080e+02,1.531579999999999870e+02
3.000000000000000000e+00,1.521349999999999909e+02,1.522860000000000014e+02,1.524149999999999920e+02,1.535980000000000132e+02,1.528480000000000132e+02,1.527909999999999968e+02
4.000000000000000000e+00,1.534180000000000064e+02,1.522030000000000030e+02,1.531179999999999950e+02,1.532969999999999970e+02,1.527829999999999870e+02,1.530829999999999984e+02
5.000000000000000000e+00,1.531339999999999861e+02,1.529350000000000023e+02,1.526599999999999966e+02,1.529379999999999882e+02,1.527690000000000055e+02,1.524869999999999948e+02
6.000000000000000000e+00,1.527359999999999900e+02,1.525370000000000061e+02,1.524149999999999920e+02,1.539339999999999975e+02,1.538619999999999948e+02,1.527860000000000014e+02
7.000000000000000000e+00,1.521810000000000116e+02,1.526210000000000093e+02,1.528369999999999891e+02,1.541409999999999911e+02,1.536220000000000141e+02,1.526550000000000011e+02
8.000000000000000000e+00,1.515709999999999980e+02,1.524139999999999873e+02,1.517570000000000050e+02,1.530190000000000055e+02,1.536539999999999964e+02,1.532630000000000052e+02
9.000000000000000000e+00,1.522290000000000134e+02,1.521119999999999948e+02,1.511990000000000123e+02,1.530089999999999861e+02,1.537350000000000136e+02,1.526179999999999950e+02
1.000000000000000000e+01,1.520209999999999866e+02,1.520029999999999859e+02,1.518400000000000034e+02,1.532909999999999968e+02,1.531570000000000107e+02,1.533710000000000093e+02
1.100000000000000000e+01,1.521299999999999955e+02,1.520449999999999875e+02,1.522009999999999934e+02,1.530250000000000057e+02,1.532990000000000066e+02,1.528079999999999927e+02
1.200000000000000000e+01,1.517920000000000016e+02,1.521469999999999914e+02,1.522079999999999984e+02,1.528870000000000005e+02,1.531959999999999980e+02,1.528810000000000002e+02
1.300000000000000000e+01,1.517549999999999955e+02,1.524130000000000109e+02,1.522350000000000136e+02,1.530800000000000125e+02,1.540480000000000018e+02,1.532460000000000093e+02
1.400000000000000000e+01,1.517030000000000030e+02,1.527510000000000048e+02,1.521359999999999957e+02,1.533220000000000027e+02,1.533859999999999957e+02,1.535300000000000011e+02
1.500000000000000000e+01,1.525829999999999984e+02,1.526349999999999909e+02,1.528959999999999866e+02,1.531899999999999977e+02,1.531870000000000118e+02,1.523410000000000082e+02
1.600000000000000000e+01,1.519809999999999945e+02,1.517290000000000134e+02,1.521090000000000089e+02,1.532560000000000002e+02,1.545749999999999886e+02,1.529110000000000014e+02
1.700000000000000000e+01,1.523139999999999930e+02,1.526810000000000116e+02,1.523569999999999993e+02,1.534130000000000109e+02,1.532849999999999966e+02,1.529329999999999927e+02
1.800000000000000000e+01,1.530780000000000030e+02,1.517630000000000052e+02,1.521320000000000050e+02,1.532829999999999870e+02,1.535509999999999877e+02,1.525920000000000130e+02
1.900000000000000000e+01,1.521579999999999870e+02,1.527940000000000111e+02,1.524490000000000123e+02,1.538249999999999886e+02,1.540109999999999957e+02,1.529569999999999936e+02
2.000000000000000000e+01,1.522040000000000077e+02,1.521030000000000086e+02,1.523329999999999984e+02,1.530579999999999927e+02,1.532659999999999911e+02,1.528029999999999973e+02
2.100000000000000000e+01,1.517500000000000000e+02,1.522299999999999898e+02,1.533129999999999882e+02,1.535949999999999989e+02,1.537829999999999870e+02,1.525320000000000107e+02
2.200000000000000000e+01,1.524089999999999918e+02,1.511320000000000050e+02,1.525159999999999911e+02,1.532079999999999984e+02,1.548899999999999864e+02,1.525190000000000055e+02
2.300000000000000000e+01,1.523839999999999861e+02,1.524139999999999873e+02,1.518839999999999861e+02,1.529279999999999973e+02,1.535500000000000114e+02,1.532350000000000136e+02
2.400000000000000000e+01,1.519670000000000130e+02,1.516680000000000064e+02,1.521599999999999966e+02,1.530550000000000068e+02,1.528729999999999905e+02,1.527220000000000084e+02
2.500000000000000000e+01,1.518040000000000020e+02,1.516899999999999977e+02,1.526030000000000086e+02,1.531980000000000075e+02,1.532690000000000055e+02,1.528120000000000118e+02
2.600000000000000000e+01,1.528220000000000027e+02,1.529710000000000036e+02,1.521850000000000023e+02,1.536479999999999961e+02,1.541270000000000095e+02,1.532769999999999868e+02
2.700000000000000000e+01,1.529130000000000109e+02,1.518340000000000032e+02,1.519809999999999945e+02,1.527760000000000105e+02,1.527680000000000007e+02,1.536539999999999964e+02
2.800000000000000000e+01,1.518969999999999914e+02,1.515949999999999989e+02,1.523050000000000068e+02,1.533290000000000077e+02,1.529519999999999982e+02,1.526370000000000005e+02
2.900000000000000000e+01,1.522990000000000066e+02,1.519070000000000107e+02,1.524000000000000057e+02,1.528650000000000091e+02,1.532350000000000136e+02,1.519619999999999891e+02
3.000000000000000000e+01,1.529149999999999920e+02,1.525620000000000118e+02,1.527309999999999945e+02,1.528899999999999864e+02,1.536810000000000116e+02,1.529830000000000041e+02
